classe;caderno;grupo;codigo_cc;descricao;unid;nova;codins;insumo;unidins;tipo_insumo;nome_obra;id_ccoi_elemento;id_appropriation_composition;app_inicio;app_fim;qntd;qs;data;qntd_acum;qs_acum;ip_d;ip_acum;elemento
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;9973;58514;2022-04-05 22:00:00 UTC;2022-04-06 01:00:00 UTC;2,983333333;600;2022-04-05 23:30:00 UTC;27,86666333;5429;0,004972222;0,005132927;10
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;94239;FURADEIRA ELÉTRICA MANUAL;H;EQUIPAMENTO;;9964;58511;2022-04-05 22:00:00 UTC;2022-04-06 01:00:00 UTC;2,983333333;600;2022-04-05 23:30:00 UTC;24,933333;4829;0,004972222;0,00516325;9
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;94239;FURADEIRA ELÉTRICA MANUAL;H;EQUIPAMENTO;;9965;58524;2022-04-05 22:00:00 UTC;2022-04-06 01:00:00 UTC;2,983333333;600;2022-04-05 23:30:00 UTC;27,91666633;5429;0,004972222;0,005142138;10
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;;SOPRADOR DE AR E ASPIRADOR;H;EQUIPAMENTO;;9977;58515;2022-04-05 22:00:00 UTC;2022-04-06 01:00:00 UTC;2,983333333;600;2022-04-05 23:30:00 UTC;24,883333;4829;0,004972222;0,005152896;9
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;;SOPRADOR DE AR E ASPIRADOR;H;EQUIPAMENTO;;9976;58502;2022-04-05 22:00:00 UTC;2022-04-06 01:00:00 UTC;2,983333333;600;2022-04-05 23:30:00 UTC;27,86666633;5429;0,004972222;0,005132928;10
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;12424;58535;2022-04-05 23:00:00 UTC;2022-04-06 00:20:00 UTC;1,316666667;7;2022-04-05 23:40:00 UTC;19,2;94;0,188095238;0,204255319;11
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;12430;58527;2022-04-05 22:50:00 UTC;2022-04-06 00:30:00 UTC;1,65;7;2022-04-05 23:40:00 UTC;20,85;101;0,235714286;0,206435644;12
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12431;58528;2022-04-05 22:50:00 UTC;2022-04-06 00:30:00 UTC;1,65;7;2022-04-05 23:40:00 UTC;19,53333333;94;0,235714286;0,207801418;11
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12425;58536;2022-04-05 23:00:00 UTC;2022-04-06 00:20:00 UTC;1,316666667;7;2022-04-05 23:40:00 UTC;20,85;101;0,188095238;0,206435644;12
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;19510;ADESIVO PARA TRINCAS E FISSURAS ESTRUTURAIS;KG;MATERIAL;;12422;58530;2022-04-05 22:50:00 UTC;2022-04-06 00:30:00 UTC;7;7;2022-04-05 23:40:00 UTC;89,5;94;1;0,95212766;11
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;19510;ADESIVO PARA TRINCAS E FISSURAS ESTRUTURAIS;KG;MATERIAL;;12428;58538;2022-04-05 23:00:00 UTC;2022-04-06 00:20:00 UTC;7;7;2022-04-05 23:40:00 UTC;96,5;101;1;0,955445545;12
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;12427;58542;2022-04-05 23:00:00 UTC;2022-04-06 00:20:00 UTC;1,316666667;7;2022-04-05 23:40:00 UTC;19,2;94;0,188095238;0,204255319;11
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;12433;58534;2022-04-05 22:50:00 UTC;2022-04-06 00:30:00 UTC;1,65;7;2022-04-05 23:40:00 UTC;20,85;101;0,235714286;0,206435644;12
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;94285;TANQUE PARA INJEÇÃO DE RESINAS, NATAS E ARGAMASSAS;H;EQUIPAMENTO;;12423;58541;2022-04-05 23:00:00 UTC;2022-04-06 00:20:00 UTC;1,316666667;7;2022-04-05 23:40:00 UTC;19,2;94;0,188095238;0,204255319;11
TRATAMENTO DE TRINCAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-11-00;TRATAMENTO DE TRINCAS INATIVAS COM INJEÇÃO DE RESINA EPÓXI;KG;0;94285;TANQUE PARA INJEÇÃO DE RESINAS, NATAS E ARGAMASSAS;H;EQUIPAMENTO;;12429;58533;2022-04-05 22:50:00 UTC;2022-04-06 00:30:00 UTC;1,65;7;2022-04-05 23:40:00 UTC;20,85;101;0,235714286;0,206435644;12
CHUMBAMENTO DE ARMADURAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-20-00;FORNECIMENTO E APLICAÇÃO DE RESINA EPOXÍDICA PARA CHUMBAMENTO DE ARMADURAS EM FUROS DE CONCRETO;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10499;58550;2022-04-06 08:30:00 UTC;2022-04-06 10:07:00 UTC;1,616666667;2;2022-04-06 09:18:30 UTC;19,06666667;28,399;0,808333333;0,671385143;15
CHUMBAMENTO DE ARMADURAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-20-00;FORNECIMENTO E APLICAÇÃO DE RESINA EPOXÍDICA PARA CHUMBAMENTO DE ARMADURAS EM FUROS DE CONCRETO;KG;0;39055;ADESIVO ESTRUTURAL, BI-COMPONENTE, A BASE DE RESINA EPOXI;KG;MATERIAL;;10497;58551;2022-04-06 08:30:00 UTC;2022-04-06 10:07:00 UTC;2;2;2022-04-06 09:18:30 UTC;30,399;30,399;1;1;17
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10333;58543;2022-04-06 08:12:00 UTC;2022-04-06 14:32:00 UTC;5;30,77;2022-04-06 11:22:00 UTC;92,46666667;758,64;0,162495938;0,121884776;22
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10336;58597;2022-04-06 13:10:00 UTC;2022-04-06 14:40:00 UTC;1,5;7,85;2022-04-06 13:55:00 UTC;93,96666667;766,49;0,191082803;0,122593467;23
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10339;58668;2022-04-07 08:15:00 UTC;2022-04-07 10:30:00 UTC;2,25;14,67;2022-04-07 09:22:30 UTC;96,21666667;781,16;0,153374233;0,123171523;24
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-01;GRAUTE COM PEDRISCO - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;10550;PEDRISCO LIMPO;M3;MATERIAL;;11283;58810;2022-04-08 10:54:00 UTC;2022-04-08 12:21:00 UTC;0,124;0,59;2022-04-08 11:37:30 UTC;6,1805;32,0978;0,210169492;0,192552138;40
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-01;GRAUTE COM PEDRISCO - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;11282;58809;2022-04-08 10:54:00 UTC;2022-04-08 12:21:00 UTC;7,25;0,59;2022-04-08 11:37:30 UTC;354,166666;32,0978;12,28813559;11,03398569;40
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-01;GRAUTE COM PEDRISCO - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;94001;BETONEIRA 400 LITROS;H;EQUIPAMENTO;;11284;58814;2022-04-08 10:54:00 UTC;2022-04-08 12:21:00 UTC;1,45;0,59;2022-04-08 11:37:30 UTC;71,86666633;32,0978;2,457627119;2,238990408;40
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-01;GRAUTE COM PEDRISCO - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;84003;ÁGUA POTÁVEL - FORNECIMENTO EM CAMINHÃO TANQUE CAM. 10.000 L -EMPR. QUE FORN. NO MUNICÍPIO (P/CONSTRUTORA);M3;MATERIAL;;11279;58812;2022-04-08 10:54:00 UTC;2022-04-08 12:21:00 UTC;0,144;0,59;2022-04-08 11:37:30 UTC;7,1415;32,0978;0,244067797;0,222491884;40
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10342;58753;2022-04-08 08:44:00 UTC;2022-04-08 14:42:00 UTC;4,633333333;22,04;2022-04-08 11:43:00 UTC;100,85;803,2;0,210223835;0,125560259;25
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
LIXAMENTO MECÂNICO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-19-00;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12117;58924;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;153,1833333;1305,78;0,10663791;0,117311747;36
LIXAMENTO MECÂNICO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-19-00;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;94250;LIXADEIRA PARA CONCRETO;H;EQUIPAMENTO;;12113;58921;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;318,8;3211,6;0,10663791;0,099265164;95
LIXAMENTO MECÂNICO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-19-00;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;12119;58920;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;281,0666667;3211,6;0,10663791;0,087516088;95
NÃO APROPRIADAS;AUX;COMPOSICOES AUXILIARES;37505;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;12118;58924;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;153,1833333;1305,78;0,10663791;0,117311747;36
NÃO APROPRIADAS;AUX;COMPOSICOES AUXILIARES;37505;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;94250;LIXADEIRA PARA CONCRETO;H;EQUIPAMENTO;;12114;58921;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;318,8;3211,6;0,10663791;0,099265164;95
NÃO APROPRIADAS;AUX;COMPOSICOES AUXILIARES;37505;LIXAMENTO MECÂNICO DE SUPERFÍCIES DE CONCRETO;M2;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;12120;58920;2022-04-11 08:35:00 UTC;2022-04-11 10:04:00 UTC;1,483333333;13,91;2022-04-11 09:19:30 UTC;281,0666667;3211,6;0,10663791;0,087516088;95
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9706;58933;2022-04-11 10:16:00 UTC;2022-04-11 10:20:00 UTC;0,2;5,2;2022-04-11 10:18:00 UTC;74,95;955,18;0,038461538;0,078466886;89
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9707;58933;2022-04-11 10:16:00 UTC;2022-04-11 10:20:00 UTC;0,2;5,2;2022-04-11 10:18:00 UTC;74,95;955,18;0,038461538;0,078466886;89
ANDAIME;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-01-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9700;58936;2022-04-11 10:20:00 UTC;2022-04-11 10:24:00 UTC;0,2;5,2;2022-04-11 10:22:00 UTC;75,15;960,38;0,038461538;0,078250276;90
ANDAIME;EDIF;SERV.COMPLEMENTARES;17-45-02;ANDAIMES METÁLICOS - MONTAGEM E DESMONTAGEM;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9701;58936;2022-04-11 10:20:00 UTC;2022-04-11 10:24:00 UTC;0,2;5,2;2022-04-11 10:22:00 UTC;75,15;960,38;0,038461538;0,078250276;90
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10345;58926;2022-04-11 08:31:00 UTC;2022-04-11 14:31:00 UTC;4,666666667;27,48;2022-04-11 11:31:00 UTC;105,5166667;830,68;0,169820475;0,127024446;26
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
CHUMBAMENTO DE ARMADURAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-20-00;FORNECIMENTO E APLICAÇÃO DE RESINA EPOXÍDICA PARA CHUMBAMENTO DE ARMADURAS EM FUROS DE CONCRETO;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10502;59004;2022-04-11 11:30:00 UTC;2022-04-11 13:53:00 UTC;1;1;2022-04-11 12:41:30 UTC;20,06666667;29,399;1;0,682562899;16
CHUMBAMENTO DE ARMADURAS;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-20-00;FORNECIMENTO E APLICAÇÃO DE RESINA EPOXÍDICA PARA CHUMBAMENTO DE ARMADURAS EM FUROS DE CONCRETO;KG;0;39055;ADESIVO ESTRUTURAL, BI-COMPONENTE, A BASE DE RESINA EPOXI;KG;MATERIAL;;10500;59005;2022-04-11 11:30:00 UTC;2022-04-11 13:53:00 UTC;1;1;2022-04-11 12:41:30 UTC;31,399;31,399;1;1;18
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
ESCAVAÇÃO MANUAL;INFRA;MOVIMENTO DE TERRA;04-01-00;ESCAVAÇÃO MANUAL PARA FUNDAÇÕES E VALAS COM PROFUNDIDADE MÉDIA MENOR OU IGUAL À 1,50M;M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10232;59120;2022-04-12 08:00:00 UTC;2022-04-12 11:45:00 UTC;11,25;1,88;2022-04-12 09:52:30 UTC;519,3166667;153,96;5,984042553;3,373062267;29
TINTA HIDROFUGA;EDIF;PINTURA;15-01-08;TINTA HIDROFUGA A BASE DE CIMENTO - CONCRETO OU REBOCO SEM MASSA CORRIDA;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;12333;59047;2022-04-12 09:23:00 UTC;2022-04-12 10:26:00 UTC;1,05;19,31;2022-04-12 09:54:30 UTC;240,4666667;6538,21;0,054375971;0,03677867;82
ESMALTE SINTÉTICO - REPINTURA;EDIF;PINTURA;15-80-34;ESMALTE SINTÉTICO - REPINTURA DE ESQUADRIAS METÁLICAS;M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;10348;59039;2022-04-12 08:26:00 UTC;2022-04-12 14:24:00 UTC;4,3;23,65;2022-04-12 11:25:00 UTC;109,8166667;854,33;0,181818182;0,128541274;27
;;;;;;;;;;;;;;;;;;;;;;;
ARMADURA - TELA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-12-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;10949;59130;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;0,983333333;38,48;2022-04-12 13:59:30 UTC;151,55;3308,06;0,025554401;0,045812349;89
ARMADURA - TELA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-12-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10947;59129;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;1,966666667;38,48;2022-04-12 13:59:30 UTC;85,36666667;2350,62;0,051108801;0,03631666;57
ARMADURA - TELA;INFRA;GALERIAS MOLDADAS, CÓRREGOS E DRENAGEM;07-12-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;27540;TELA SOLDADA NERVURADA Q-196 PAINEL (AÇO CA60 - MALHA 10 X 10 CM - FIO 5,0 MM);KG;MATERIAL;;10951;59128;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;38,48;38,48;2022-04-12 13:59:30 UTC;3308,06;3308,06;1;1;89
ARMADURA - TELA;INFRA;PONTES E VIADUTOS;08-23-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;;ARMADOR (SGSP);H;MAO DE OBRA;;10950;59130;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;0,983333333;38,48;2022-04-12 13:59:30 UTC;152,5333333;3346,54;0,025554401;0,045579414;90
ARMADURA - TELA;INFRA;PONTES E VIADUTOS;08-23-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;10948;59129;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;1,966666667;38,48;2022-04-12 13:59:30 UTC;87,33333333;2389,1;0,051108801;0,036554909;58
ARMADURA - TELA;INFRA;PONTES E VIADUTOS;08-23-00;FORNECIMENTO E APLICAÇÃO DE TELA DE AÇO;KG;0;27540;TELA SOLDADA NERVURADA Q-196 PAINEL (AÇO CA60 - MALHA 10 X 10 CM - FIO 5,0 MM);KG;MATERIAL;;10952;59128;2022-04-12 13:30:00 UTC;2022-04-12 14:29:00 UTC;38,48;38,48;2022-04-12 13:59:30 UTC;3346,54;3346,54;1;1;90
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;9984;59201;2022-04-12 22:00:00 UTC;2022-04-13 00:40:00 UTC;3,983333333;600;2022-04-12 23:20:00 UTC;53;6029;0,006638889;0,008790844;11
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;9986;59202;2022-04-12 22:00:00 UTC;2022-04-13 00:40:00 UTC;5,733333333;600;2022-04-12 23:20:00 UTC;75,8;6029;0,009555556;0,012572566;11
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;;BICOS PARA INJEÇÃO DE ALTA PRESSÃO;UN;MATERIAL;;9990;59200;2022-04-12 22:00:00 UTC;2022-04-13 00:40:00 UTC;600;600;2022-04-12 23:20:00 UTC;6029;6029;1;1;11
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;9988;59198;2022-04-12 22:00:00 UTC;2022-04-13 00:40:00 UTC;2,65;600;2022-04-12 23:20:00 UTC;30,51666333;6029;0,004416667;0,005061646;11
BICOS DE INJEÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-10-00;BICOS DE INJEÇÃO PARA RESINAS - FORNECIMENTO, INSTALAÇÃO E POSTERIOR CORTE;UN;0;94239;FURADEIRA ELÉTRICA MANUAL;H;EQUIPAMENTO;;9980;59208;2022-04-12 22:00:00 UTC;2022-04-13 00:40:00 UTC;2,65;600;2022-04-12 23:20:00 UTC;30,56666633;6029;0,004416667;0,00506994;11
